,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
3, 0.4444444444570763, 0.33333333333303017, 0.22222222220989352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4, 0.40909090907940554, 0.2727272727257912, 0.18181818182320356, 0.13636363637159873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5, 0.38400000000493345, 0.2399999999984076, 0.1599999999968828, 0.1199999999984751,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6, 0.3649635036451216, 0.2189781021907125, 0.14598540146221592, 0.10948905109666306,0.087591241,0.072992701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7, 0.34985422742004946, 0.2040816326554359, 0.13605442176545943, 0.10204081632157912,0.081632653,0.088371441,0.058309038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.337465565, 0.19283746557120465, 0.1285583103787385,0.096418733,0.077134986,0.064279155,0.055096419,0.048209366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9, 0.32705504453332696, 0.18396846255502616, 0.1226456417038265,0.091984231,0.073587385,0.061322821,0.052562418, 0.045992115633633486,0.040881881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10, 0.31813718613891784, 0.17674288119406223, 0.11782858746412042,0.088371441,0.070697152, 0.058914293729342274,0.050497966,0.04418572,0.039276196,0.035348576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11, 0.31037922922261024, 0.17070857607775364, 0.11380571738655942,0.085354288,0.06828343,0.056902859,0.048773879,0.042677144, 0.037935239125359864, 0.034141715212307626, 0.031037922919894247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12, 0.3035443370639908, 0.16556963840284727, 0.11037975893612491,0.082784819,0.066227855, 0.055189879466158456, 0.047305610970208904, 0.041392409598279764,0.036793253,0.033113928,0.030103571,0.02759494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13, 0.2974586706269682, 0.16112344659675717, 0.10741563106921748,0.080561723,0.064449379,0.053707816,0.04603527, 0.040280861652642344,0.03580521, 0.032224689321016076,0.029295172, 0.026853907766340928, 0.024788222552972725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14, 0.2919913123242028, 0.15722609125874656, 0.10481739417616559,0.078613046,0.062890437,0.052408697,0.04492174,0.039306523,0.034939131,0.031445218, 0.028586562046474848, 0.026204348542111743,0.024188629, 0.022460870178156615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15, 0.2870415017693255, 0.1537722330967876, 0.10251482206676743,0.076886117,0.061508893,0.051257411, 0.043934923741966246,0.038443058,0.034171607, 0.030754446617943743, 0.027958587834080284, 0.025628705514221757, 0.023657266628218016, 0.021967461868816995, 0.020502964410699234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16, 0.28253022978221853, 0.15068278922399012, 0.10045519282067929,0.075341395,0.060273116,0.050227596, 0.043052225497846895,0.037670697, 0.033485064275724015,0.030136558, 0.027396870770295737,0.025113798, 0.023181967574038797, 0.021526112746906807, 0.020091038563385556, 0.018835348652804545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17, 0.27839453337730813, 0.14789709586406283,0.098598064,0.073948548,0.059158838, 0.049299031957475085, 0.042256313106052816,0.036974274, 0.032866021303827694,0.029579419, 0.026890381065898077, 0.024649515976666998,0.022753399, 0.021128156550761834,0.019719613, 0.018487136981394106,0.017399658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18, 0.2745835216121079, 0.14536774674112224,0.096911831,0.072683873,0.058147099, 0.048455915580275684, 0.041533641925378055, 0.036341936684178316,0.032303944, 0.029073549346527085, 0.026430499405598686, 0.024227957788187194,0.022364269,0.020766821, 0.019382366230032488, 0.018170968340540536,0.017102088, 0.016151971858111815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19, 0.2710555438846295, 0.14305709260786573,0.095371395,0.071528546,0.057222837,0.047685698,0.040873455, 0.035764273149720166,0.031790465, 0.028611418519270772,0.02601038, 0.023842848765789994, 0.022008783476037113, 0.020436727513417813, 0.019074279012503005, 0.017882136574220955,0.016830246, 0.015895232510459593, 0.015058641325734864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.267776131, 0.14093480591465068,0.093956537,0.070467403,0.056373922, 0.046978268638460864,0.040267087, 0.035233701477837734, 0.031318845757607204, 0.028186961181434947,0.02562451,0.023489134,0.021682278,0.020133544,0.018791307, 0.017616850737237236, 0.016580565399639396, 0.015659422877347756, 0.014835242725839474, 0.014093480589496218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
